social_class,race,age,sex,college_degree,income_category,religion,religious_service_freq,party_id_3cat,party_id_7cat,ft_hillary_clinton,ft_donald_trump,ft_libertarian_pres_cand,ft_green_pres_cand,ft_john_roberts,ft_pope_francis,ft_christian_fundamentalists,ft_feminists,ft_liberals,ft_labor_unions,ft_poor_people,ft_big_business,ft_conservatives,ft_us_supreme_court,ft_gay_men_and_lesbians,ft_congress,ft_rich_people,ft_muslims,ft_christians,ft_jews,ft_tea_party,ft_police,ft_transgender_people,ft_scientists,ft_black_lives_matter
Middle Class,White,53,Male,No College Degree,Between $100k and $250k,Undifferentiated Christian,Once or Twice a Month,Republican,Strong Republican,32,72,NA,NA,NA,86,51,50,52,40,52,51,40,52,51,52,50,51,86,50,50,72,40,61,50
Lower Class,Hispanic,22,Female,No College Degree,Less than $50k,Not Religious,Never,Democrat,Strong Democrat,100,0,85,60,100,100,60,100,100,60,85,70,70,100,100,70,50,100,70,100,70,100,100,100,70
Working Class,White,78,Male,No College Degree,Between $50k and $100k,Mainline Protestant,NA,Democrat,Weak Democrat,90,14,NA,NA,67,70,40,60,61,70,60,61,75,52,61,42,51,60,75,60,50,85,50,85,60
Working Class,White,21,Female,No College Degree,Between $50k and $100k,NA,A Few Times a Year,Independent,"Independent, leans Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,54,Male,College Degree,Between $100k and $250k,Roman Catholic,A Few Times a Year,Republican,Weak Republican,15,40,50,50,NA,85,50,50,40,50,85,50,85,70,50,50,50,50,85,50,60,70,50,70,50
NA,White,64,Male,College Degree,Between $50k and $100k,Evangelical Protestant,Almost Every Week,Republican,Weak Republican,15,70,50,50,70,50,85,40,40,15,50,60,70,60,15,60,50,15,85,50,50,85,15,85,50
Middle Class,White,34,Male,College Degree,Between $100k and $250k,Not Religious,NA,Independent,"Independent, leans Democrat",10,5,0,70,50,100,0,40,100,85,60,0,0,60,100,0,15,60,30,85,0,70,70,100,70
Middle Class,White,30,Female,College Degree,Between $100k and $250k,Undifferentiated Christian,Every Week,Republican,Weak Republican,15,40,NA,60,NA,100,90,90,90,50,90,50,90,90,90,90,90,90,90,90,50,90,90,90,50
NA,White,71,Female,No College Degree,Between $100k and $250k,Undifferentiated Christian,NA,Republican,Strong Republican,15,85,0,0,60,40,70,NA,30,15,85,50,70,60,50,40,50,50,100,50,60,100,0,50,0
Middle Class,White,20,Female,No College Degree,Less than $50k,Roman Catholic,NA,Independent,"Independent, leans Democrat",15,15,50,40,50,100,70,100,80,85,75,70,60,50,100,50,70,80,100,100,40,80,100,100,30
Lower Class,Other,55,Female,No College Degree,Less than $50k,Other Religion,Every Week,Other,"Independent, leans neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,White,69,Female,No College Degree,Between $50k and $100k,Roman Catholic,NA,Democrat,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,Black,55,Female,No College Degree,Less than $50k,Black Protestant,Once or Twice a Month,Democrat,Strong Democrat,15,0,0,0,0,0,40,40,0,15,100,40,15,0,0,0,0,0,100,0,0,40,NA,40,100
Working Class,White,27,Female,No College Degree,Less than $50k,Not Religious,Never,Other,"Independent, leans neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,White,67,Male,No College Degree,Between $50k and $100k,Roman Catholic,Almost Every Week,Republican,Strong Republican,12,70,15,13,50,85,60,40,30,60,85,60,70,60,30,30,70,60,85,85,70,85,15,50,0
Working Class,White,63,Female,No College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Strong Democrat,73,1,15,51,51,85,1,71,71,51,71,31,40,70,50,51,50,51,50,50,50,100,51,71,49
Middle Class,White,55,Female,No College Degree,Between $50k and $100k,Not Religious,NA,Independent,"Independent, leans Democrat",70,0,NA,50,50,70,40,60,70,50,50,50,40,50,60,40,50,50,50,60,40,70,60,85,50
Working Class,White,62,Female,No College Degree,Less than $50k,Roman Catholic,NA,Independent,"Independent, leans Republican",16,85,15,15,50,85,85,50,0,1,70,60,99,60,51,70,30,60,100,70,50,85,30,70,0
Working Class,Asian/Pacific Islander,26,Male,No College Degree,Less than $50k,Not Religious,Never,Independent,"Independent, leans neither",47,42,55,50,50,51,47,50,7,64,72,51,47,52,67,48,51,82,55,69,49,84,58,81,48
NA,Other,NA,NA,No College Degree,NA,Undifferentiated Christian,Every Week,Other,"Independent, leans neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,83,Male,College Degree,Less than $50k,Evangelical Protestant,Every Week,Democrat,Strong Democrat,85,1,41,NA,87,85,40,72,71,62,72,60,42,74,53,30,52,52,71,72,11,73,52,87,72
Working Class,Black,46,Female,No College Degree,Between $50k and $100k,Evangelical Protestant,Every Week,Democrat,Strong Democrat,100,0,0,50,0,100,50,100,100,100,100,50,0,50,100,0,50,100,100,100,0,0,50,100,100
NA,White,61,Female,No College Degree,Less than $50k,Mainline Protestant,Once or Twice a Month,Democrat,Weak Democrat,30,32,NA,NA,51,NA,60,51,51,51,52,61,50,60,90,60,51,51,96,84,NA,84,93,51,70
Lower Class,White,63,Female,College Degree,Less than $50k,Evangelical Protestant,NA,Republican,Strong Republican,0,85,50,50,60,60,100,30,15,40,60,60,70,40,15,40,60,40,100,100,70,100,15,70,0
Middle Class,White,59,Male,No College Degree,Between $50k and $100k,Undifferentiated Christian,Almost Every Week,Republican,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,Other,44,Female,No College Degree,Less than $50k,Evangelical Protestant,Once or Twice a Month,Other,"Independent, leans Republican",0,80,50,40,85,95,100,60,35,30,85,70,85,70,50,15,85,40,90,85,90,95,15,90,0
Middle Class,White,63,Female,No College Degree,Between $100k and $250k,Roman Catholic,NA,Independent,"Independent, leans neither",70,0,1,50,50,50,50,52,1,70,70,40,40,50,85,50,15,50,60,50,0,70,50,49,50
Middle Class,Other,36,Female,College Degree,Less than $50k,Undifferentiated Christian,Once or Twice a Month,Democrat,Weak Democrat,70,15,50,60,50,60,50,70,50,50,60,40,50,70,50,50,50,40,70,50,50,70,50,70,70
Middle Class,White,54,Female,College Degree,Less than $50k,Undifferentiated Christian,NA,Republican,Strong Republican,15,100,70,30,100,100,0,15,0,40,100,70,85,70,40,15,85,40,100,85,85,50,40,NA,0
Working Class,White,64,Male,No College Degree,Less than $50k,Undifferentiated Christian,NA,Independent,"Independent, leans Republican",30,62,51,50,71,60,42,41,42,41,51,51,61,70,32,41,61,71,61,60,41,61,30,50,41
Middle Class,White,85,Male,College Degree,Between $100k and $250k,Mainline Protestant,Every Week,Republican,Strong Republican,17,52,73,51,88,99,42,51,16,31,70,61,72,85,53,17,63,71,99,72,31,73,53,69,52
Working Class,White,65,Male,No College Degree,NA,Roman Catholic,A Few Times a Year,Republican,Strong Republican,2,60,31,16,52,31,50,15,1,31,51,62,70,30,16,40,61,50,76,50,71,86,1,50,1
Working Class,White,30,Male,College Degree,Less than $50k,Not Religious,NA,Democrat,Strong Democrat,100,0,57,61,43,70,0,86,98,85,67,15,7,55,99,6,40,74,7,70,0,40,97,99,70
Lower Class,Other,20,Female,No College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,White,31,Male,No College Degree,Less than $50k,Mainline Protestant,NA,Independent,"Independent, leans Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,Hispanic,54,Female,College Degree,Between $100k and $250k,Not Religious,NA,Republican,Weak Republican,60,30,15,40,40,70,40,60,85,15,60,30,60,50,60,30,60,50,60,60,30,60,60,50,70
Middle Class,White,33,Male,College Degree,Between $50k and $100k,Not Religious,NA,Other,"Independent, leans Democrat",74,17,40,79,30,85,8,83,81,83,86,15,8,72,87,33,42,61,41,73,3,69,52,93,59
Lower Class,White,24,Female,No College Degree,Less than $50k,Undifferentiated Christian,A Few Times a Year,Democrat,Weak Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Class,White,67,Female,No College Degree,Between $50k and $100k,Mainline Protestant,NA,Independent,"Independent, leans neither",0,60,50,50,50,70,50,50,50,0,60,40,50,50,60,50,50,0,50,50,50,60,50,70,60
Middle Class,White,66,Male,College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Class,White,20,Female,No College Degree,Between $100k and $250k,Not Religious,NA,Democrat,Strong Democrat,90,0,50,NA,0,100,20,100,95,50,90,50,10,65,100,80,80,90,50,90,30,70,100,90,100
Working Class,Hispanic,56,Female,College Degree,Between $50k and $100k,Roman Catholic,Every Week,Democrat,Weak Democrat,30,0,40,70,50,100,50,50,50,100,85,40,50,85,60,40,40,85,100,100,50,40,50,50,30
Working Class,White,57,Male,No College Degree,Between $50k and $100k,Undifferentiated Christian,Every Week,Independent,"Independent, leans Republican",0,60,17,16,61,100,100,85,86,16,100,15,100,40,51,16,60,100,100,100,85,100,40,100,59
Middle Class,Black,76,Male,No College Degree,Less than $50k,Other Religion,Every Week,Other,"Independent, leans neither",85,0,30,30,15,30,40,0,0,30,60,40,0,50,0,0,0,30,100,40,0,60,0,50,15
Middle Class,White,81,Male,College Degree,Between $100k and $250k,Roman Catholic,NA,Independent,"Independent, leans Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Class,White,61,Male,No College Degree,NA,Roman Catholic,Once or Twice a Month,Democrat,Weak Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,72,Female,No College Degree,Between $100k and $250k,Roman Catholic,Every Week,Republican,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,Hispanic,64,Male,College Degree,Between $100k and $250k,Undifferentiated Christian,Almost Every Week,Independent,"Independent, leans neither",50,0,0,0,50,85,10,50,50,50,50,30,50,85,50,15,50,50,50,50,0,70,50,100,50
Middle Class,Hispanic,42,Female,College Degree,Between $100k and $250k,Roman Catholic,A Few Times a Year,Democrat,Weak Democrat,0,30,50,0,50,100,30,50,50,100,60,50,50,15,85,0,50,50,30,50,0,85,100,100,100
Middle Class,White,82,Male,No College Degree,Less than $50k,Roman Catholic,Every Week,Republican,Weak Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,Hispanic,35,Female,College Degree,Between $50k and $100k,Not Religious,Never,Independent,"Independent, leans Democrat",84,1,NA,NA,50,82,32,66,85,75,99,65,25,77,87,75,51,85,82,77,16,69,85,82,71
Working Class,Hispanic,29,Male,No College Degree,More than $250k,Mainline Protestant,Almost Every Week,Republican,Strong Republican,1,97,51,97,51,1,97,18,32,52,99,62,69,32,42,15,87,41,97,98,38,2,40,86,99
Working Class,White,62,Female,No College Degree,More than $250k,Roman Catholic,A Few Times a Year,Independent,"Independent, leans Republican",2,72,7,6,86,96,31,42,10,42,71,61,71,51,70,71,51,62,79,61,71,96,71,71,17
Working Class,Hispanic,61,Female,No College Degree,Between $50k and $100k,Not Religious,NA,Independent,"Independent, leans neither",85,0,50,50,70,85,50,60,50,70,85,50,85,60,50,50,50,50,70,70,50,50,50,70,50
Middle Class,White,75,Male,No College Degree,Less than $50k,Mainline Protestant,Every Week,Democrat,Strong Democrat,85,0,30,30,30,100,30,85,85,85,70,40,15,40,85,0,50,60,85,85,15,40,60,70,60
Working Class,White,56,Male,No College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Strong Democrat,71,55,NA,NA,51,99,50,66,84,80,71,60,16,40,84,41,41,51,60,50,40,87,70,71,51
Middle Class,White,27,Female,College Degree,Less than $50k,Not Religious,NA,Democrat,Strong Democrat,85,0,10,0,10,85,10,75,85,50,85,10,10,50,75,75,50,50,50,95,0,50,75,90,95
Working Class,Hispanic,19,Male,No College Degree,Less than $50k,Roman Catholic,A Few Times a Year,Democrat,Weak Democrat,40,15,30,30,30,30,85,40,60,60,70,70,85,70,85,50,60,60,85,85,70,60,70,85,85
Working Class,White,56,Male,No College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Strong Democrat,30,30,15,15,50,85,70,100,100,70,100,40,60,70,100,0,50,100,100,100,50,60,100,100,85
Lower Class,White,73,Male,No College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans neither",0,60,50,50,53,87,50,60,85,40,60,40,60,60,60,0,50,60,60,60,50,70,60,60,40
Middle Class,White,56,Male,College Degree,Between $100k and $250k,Undifferentiated Christian,Once or Twice a Month,Democrat,Weak Democrat,39,1,31,42,41,70,31,61,59,70,41,17,61,25,52,20,29,50,69,69,29,84,51,83,33
Working Class,White,25,Male,College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans Democrat",40,31,40,40,50,100,15,60,40,60,70,15,30,60,100,15,40,70,15,50,0,85,85,100,15
Lower Class,White,51,Female,No College Degree,Less than $50k,Mainline Protestant,NA,Republican,Weak Republican,51,50,59,70,59,100,51,47,51,100,69,62,51,86,51,68,39,52,100,50,62,86,50,77,50
Middle Class,White,64,Female,College Degree,Between $100k and $250k,Mainline Protestant,NA,Democrat,Strong Democrat,100,0,50,50,50,85,0,85,85,100,85,0,15,0,85,0,0,85,40,85,0,100,85,100,40
NA,Other,20,Female,No College Degree,Less than $50k,Undifferentiated Christian,Once or Twice a Month,Democrat,Weak Democrat,70,0,79,66,59,39,47,99,82,52,84,70,62,79,50,66,39,74,94,86,67,86,50,86,100
Middle Class,White,56,Female,College Degree,Between $50k and $100k,Mainline Protestant,A Few Times a Year,Republican,Strong Republican,0,85,51,51,51,72,16,50,59,42,84,59,84,61,71,50,52,71,60,60,52,84,59,97,40
Middle Class,White,34,Male,No College Degree,Between $50k and $100k,Undifferentiated Christian,A Few Times a Year,Republican,Strong Republican,30,70,50,60,40,70,50,70,50,70,60,85,80,60,80,50,60,60,100,50,50,85,50,75,15
NA,White,75,Male,College Degree,Between $100k and $250k,Not Religious,NA,Independent,"Independent, leans Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Black,38,Male,No College Degree,Less than $50k,Black Protestant,NA,Democrat,Strong Democrat,85,1,40,70,60,59,40,85,85,70,70,50,30,50,85,50,50,60,70,60,50,70,85,40,85
Upper Class,White,50,Male,College Degree,More than $250k,Not Religious,NA,Democrat,Strong Democrat,86,5,1,19,15,50,15,83,90,50,85,86,40,40,99,8,85,51,35,95,2,73,94,100,40
Lower Class,Black,61,Male,No College Degree,NA,Roman Catholic,Almost Every Week,Democrat,Strong Democrat,NA,70,70,70,40,85,70,85,100,100,70,85,70,70,100,85,60,85,100,100,100,70,85,100,100
NA,White,62,Male,No College Degree,Between $50k and $100k,Evangelical Protestant,Almost Every Week,Republican,Weak Republican,50,70,50,50,70,85,40,50,40,70,50,40,50,40,40,40,50,40,60,70,40,70,40,50,40
NA,White,30,Male,No College Degree,Less than $50k,Undifferentiated Christian,A Few Times a Year,Independent,"Independent, leans Democrat",54,29,49,84,50,70,70,15,50,50,50,40,50,70,50,50,50,50,85,50,50,70,50,100,50
Middle Class,White,27,Female,No College Degree,Less than $50k,Evangelical Protestant,A Few Times a Year,Independent,"Independent, leans neither",15,15,86,100,33,27,50,4,15,49,93,1,85,16,100,13,3,33,50,78,37,73,80,39,0
Middle Class,White,48,Male,College Degree,More than $250k,Jewish,NA,Democrat,Weak Democrat,70,0,60,30,50,100,15,85,85,70,70,70,30,70,85,50,85,70,85,85,0,70,85,100,70
Lower Class,Black,66,Female,No College Degree,Less than $50k,Evangelical Protestant,Once or Twice a Month,Democrat,Strong Democrat,100,0,70,0,82,60,100,100,NA,100,100,100,40,70,100,60,70,100,100,0,60,40,100,100,100
Working Class,Hispanic,31,Female,No College Degree,Less than $50k,Roman Catholic,NA,Democrat,Strong Democrat,85,3,41,48,87,39,51,95,50,84,94,58,50,70,97,25,49,48,65,68,58,74,85,95,45
Working Class,White,33,Female,No College Degree,Between $100k and $250k,Undifferentiated Christian,A Few Times a Year,Republican,Weak Republican,30,5,60,50,50,75,45,80,40,50,60,30,40,65,50,40,60,30,75,50,40,100,40,100,15
Middle Class,White,67,Female,No College Degree,Less than $50k,Other Religion,Almost Every Week,Republican,Weak Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,White,48,Female,No College Degree,Between $50k and $100k,Undifferentiated Christian,Almost Every Week,Republican,Weak Republican,16,61,78,50,51,49,41,39,50,50,51,40,67,60,50,39,60,35,84,68,60,71,41,51,59
Middle Class,White,62,Female,College Degree,Between $50k and $100k,Mainline Protestant,Almost Every Week,Independent,"Independent, leans Republican",15,30,60,70,71,85,70,60,40,50,85,30,70,60,85,60,70,70,85,100,40,85,70,85,70
Working Class,White,59,Female,No College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Weak Democrat,32,32,50,51,58,60,80,50,52,71,82,85,49,78,89,82,70,41,91,82,52,84,86,63,73
Lower Class,White,19,Male,No College Degree,Between $50k and $100k,Evangelical Protestant,Every Week,Other,"Independent, leans Republican",24,65,NA,NA,NA,NA,78,58,NA,NA,77,50,75,58,67,64,56,77,78,65,NA,89,57,75,65
Working Class,White,21,Female,No College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Strong Democrat,100,30,50,50,50,70,30,70,70,85,70,40,40,60,85,40,50,85,85,85,15,85,85,50,85
Working Class,White,64,Female,No College Degree,Between $50k and $100k,Undifferentiated Christian,Every Week,Republican,Strong Republican,15,70,50,50,60,70,85,40,40,60,70,50,60,40,40,40,50,40,100,60,40,85,40,60,40
Lower Class,White,51,Female,No College Degree,Between $100k and $250k,Not Religious,NA,Republican,Weak Republican,19,61,31,50,50,52,3,6,77,50,17,51,38,53,52,59,60,40,23,51,52,98,51,94,6
Working Class,Black,23,Male,No College Degree,Less than $50k,Roman Catholic,Almost Every Week,Democrat,Strong Democrat,50,4,50,52,50,50,50,50,50,50,50,50,50,50,0,50,0,100,100,50,50,0,0,50,100
Working Class,Black,44,Female,No College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Weak Democrat,61,3,10,6,29,63,17,31,66,64,62,46,39,65,62,55,60,63,50,62,31,84,64,80,100
Working Class,White,72,Female,No College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans neither",65,10,70,20,70,90,30,90,50,70,65,40,50,70,85,30,50,70,70,70,10,70,80,90,70
Upper Class,White,35,Male,College Degree,Between $100k and $250k,Not Religious,NA,Independent,"Independent, leans neither",2,15,50,36,53,84,20,16,50,74,96,NA,3,49,85,67,50,62,60,39,70,99,84,99,1
Middle Class,White,72,Male,College Degree,Between $100k and $250k,Not Religious,NA,Democrat,Strong Democrat,80,0,50,50,40,50,0,60,70,60,70,50,40,60,60,30,50,50,60,50,0,50,60,80,60
Middle Class,White,47,Female,College Degree,Between $50k and $100k,Roman Catholic,Every Week,Republican,Strong Republican,31,2,60,51,50,100,59,40,30,12,96,60,84,58,57,51,79,76,98,85,51,86,41,95,41
Lower Class,White,66,Female,No College Degree,Less than $50k,Evangelical Protestant,Every Week,Republican,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,69,Male,No College Degree,Less than $50k,Mainline Protestant,Once or Twice a Month,Republican,Weak Republican,7,71,1,1,51,85,51,52,56,58,70,57,76,29,40,50,31,1,87,54,61,82,30,53,16
Middle Class,White,52,Male,No College Degree,Between $100k and $250k,Not Religious,NA,Democrat,Strong Democrat,62,15,60,15,59,71,16,60,70,70,84,40,40,60,84,15,70,75,75,75,30,69,51,97,50
Working Class,White,33,Female,College Degree,Between $50k and $100k,Undifferentiated Christian,Once or Twice a Month,Democrat,Weak Democrat,11,100,27,26,12,23,99,100,69,99,91,99,52,77,99,55,91,45,100,100,89,81,100,98,99
Middle Class,White,NA,Female,College Degree,NA,NA,NA,Independent,"Independent, leans neither",30,0,NA,50,50,70,0,85,60,70,60,15,30,70,85,15,50,70,50,85,0,70,60,70,40
Lower Class,White,35,Male,College Degree,Between $50k and $100k,Roman Catholic,Once or Twice a Month,Republican,Weak Republican,15,100,20,75,50,90,80,0,0,60,80,40,70,70,80,40,80,50,90,80,40,90,20,65,0
Working Class,White,60,Female,No College Degree,Between $50k and $100k,Mainline Protestant,Almost Every Week,Democrat,Weak Democrat,70,40,50,NA,NA,85,100,100,70,50,100,50,50,60,50,50,50,60,100,100,NA,85,50,70,NA
Middle Class,White,43,Male,College Degree,Between $100k and $250k,Mainline Protestant,NA,Independent,"Independent, leans Republican",31,72,50,NA,NA,98,0,3,50,85,50,15,50,50,50,15,50,50,85,50,50,100,50,50,50
Middle Class,Black,51,Female,No College Degree,Less than $50k,Undifferentiated Christian,Almost Every Week,Democrat,Strong Democrat,100,50,70,60,50,100,70,85,60,70,100,70,85,50,50,40,60,50,100,70,50,60,50,85,50
